0.571163,0.316711
0.569077,0.316382
0.567023,0.316053
0.564999,0.315725
0.563007,0.315396
0.561044,0.315068
0.559112,0.31474
0.557208,0.314412
0.555333,0.314085
0.553485,0.313759
0.551665,0.313433
0.549873,0.313108
0.548106,0.312784
0.546366,0.31246
0.544651,0.312138
0.542961,0.311816
0.541296,0.311495
0.539655,0.311176
0.538038,0.310857
0.536445,0.31054
0.534874,0.310224
0.533326,0.309909
0.5318,0.309595
0.530295,0.309283
0.528812,0.308972
0.52735,0.308662
0.525909,0.308354
0.524488,0.308047
0.523087,0.307742
0.521706,0.307438
0.520344,0.307136
0.519001,0.306835
0.517676,0.306536
0.51637,0.306238
0.515082,0.305943
0.513811,0.305648
0.512558,0.305356
0.511322,0.305065
0.510103,0.304775
0.5089,0.304488
0.507714,0.304202
0.506544,0.303918
0.505389,0.303636
0.50425,0.303355
0.503127,0.303076
0.502018,0.302799
0.500924,0.302524
0.499844,0.302251
0.498779,0.301979
0.497728,0.301709
0.496691,0.301441
0.495667,0.301175
0.494657,0.300911
0.49366,0.300648
0.492676,0.300387
0.491704,0.300128
accuracy = 0.01
const step = 0.01

min: (0.415578;0.274601)
min func: 0.96852
num iterations: 455



SECOND METHOD

accuracy = 0.1

x: (1.86689;0.0216125)  alpha=1.73379        1-e/r=0.6
x: (0.53742;0.387637)  alpha=1.024        1-e/r=0.6
x: (0.419175;0.269155)  alpha=1.35068        1-e/r=0.6
min: (0.419175;0.269155)
min func: 0.968619
num iterations: 3
